Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,Shopify Traffic Source,SKU,Customer Sale Type,Customer ID,Shipping Country,Month
XYZ Luxury,2026-03-04,INR,XYZ Luxury - magic checkout,2026-03-04T10:23:30Z,2026-03-04T10:23:30Z,2026-03-04T10:23:45Z,6904450000000.0,#3282,India,India,India,Uttarakhand,Dehradun,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9160750000000.0,India,2026-03
XYZ Luxury,2026-03-04,INR,XYZ Luxury - magic checkout,2026-03-04T14:50:06Z,2026-03-04T14:50:06Z,2026-03-06T05:45:11Z,6904950000000.0,#3283,India,India,India,Karnataka,Bengaluru,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9161320000000.0,India,2026-03
XYZ Luxury,2026-03-04,INR,XYZ Luxury - magic checkout,2026-03-04T15:22:45Z,2026-03-04T15:22:45Z,2026-03-05T06:59:50Z,6905090000000.0,#3284,India,India,India,Delhi,West Delhi,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9161440000000.0,India,2026-03
XYZ Luxury,2026-03-05,INR,XYZ Luxury - magic checkout,2026-03-04T19:11:10Z,2026-03-04T19:11:10Z,2026-03-06T05:59:53Z,6906010000000.0,#3285,India,India,India,West Bengal,Asansol,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9162410000000.0,India,2026-03
XYZ Luxury,2026-03-05,INR,XYZ Luxury - magic checkout,2026-03-05T14:23:54Z,2026-03-05T14:23:54Z,2026-03-06T05:49:13Z,6909420000000.0,#3287,India,India,India,Karnataka,Bengaluru,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9166040000000.0,India,2026-03
XYZ Luxury,2026-03-07,INR,XYZ Luxury - magic checkout,2026-03-07T05:20:38Z,2026-03-07T05:20:38Z,2026-03-07T05:20:54Z,6942680000000.0,#3290,India,India,India,Uttar Pradesh,Sant Kabir Nagar,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9173370000000.0,India,2026-03
XYZ Luxury,2026-03-08,INR,XYZ Luxury - magic checkout,2026-03-08T11:48:47Z,2026-03-08T11:48:47Z,2026-03-09T13:10:04Z,6949410000000.0,#3295,India,India,India,Punjab,Ludhiana,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9179510000000.0,India,2026-03
XYZ Luxury,2026-03-09,INR,XYZ Luxury - magic checkout,2026-03-09T14:08:34Z,2026-03-09T14:08:34Z,2026-03-10T05:29:05Z,6952530000000.0,#3297,India,India,India,Jammu and Kashmir,Jammu,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9182780000000.0,India,2026-03
XYZ Luxury,2026-03-10,INR,XYZ Luxury - magic checkout,2026-03-10T07:39:36Z,2026-03-10T07:39:36Z,2026-03-10T10:27:54Z,6958790000000.0,#3298,India,India,India,Punjab,Kingra Jalandhar,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9184710000000.0,India,2026-03
XYZ Luxury,2026-03-11,INR,XYZ Luxury - magic checkout,2026-03-10T18:43:59Z,2026-03-10T18:43:59Z,2026-03-11T05:13:16Z,6965350000000.0,#3299,India,India,India,Maharashtra,Mumbai,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9141270000000.0,India,2026-03
XYZ Luxury,2026-03-11,INR,XYZ Luxury - magic checkout,2026-03-11T18:17:20Z,2026-03-11T18:17:20Z,2026-03-12T05:55:43Z,6970050000000.0,#3301,India,India,India,Jammu and Kashmir,Jammu,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9195300000000.0,India,2026-03
XYZ Luxury,2026-03-11,INR,XYZ Luxury - magic checkout,2026-03-11T18:27:37Z,2026-03-11T18:27:37Z,2026-03-11T18:27:53Z,6970100000000.0,#3302,India,India,India,Gujarat,Surat,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9167200000000.0,India,2026-03
XYZ Luxury,2026-03-12,INR,XYZ Luxury - magic checkout,2026-03-11T22:33:13Z,2026-03-11T22:33:13Z,2026-03-12T05:52:06Z,6971140000000.0,#3303,India,India,India,Gujarat,Ahmedabad,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,8320030000000.0,India,2026-03
XYZ Luxury,2026-03-12,INR,XYZ Luxury - magic checkout,2026-03-12T16:33:44Z,2026-03-12T16:33:44Z,2026-03-13T05:45:25Z,6974550000000.0,#3305,India,India,India,Haryana,Panchkula,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9175070000000.0,India,2026-03
XYZ Luxury,2026-03-13,INR,XYZ Luxury - magic checkout,2026-03-13T15:38:42Z,2026-03-13T15:38:42Z,2026-03-13T15:38:58Z,6978650000000.0,#3307,India,India,India,Punjab,Mohali,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9194500000000.0,India,2026-03
XYZ Luxury,2026-03-14,INR,XYZ Luxury - magic checkout,2026-03-14T06:10:04Z,2026-03-14T06:10:04Z,2026-03-14T06:10:20Z,6980640000000.0,#3309,India,India,India,Assam,Kamrup,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9213510000000.0,India,2026-03
XYZ Luxury,2026-03-14,INR,XYZ Luxury - magic checkout,2026-03-14T06:28:16Z,2026-03-14T06:28:16Z,2026-03-14T06:28:32Z,6980680000000.0,#3310,India,India,India,Uttar Pradesh,Mathura,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9213560000000.0,India,2026-03
XYZ Luxury,2026-03-15,INR,XYZ Luxury - magic checkout,2026-03-15T02:41:41Z,2026-03-15T02:41:41Z,2026-03-15T02:41:57Z,6983550000000.0,#3312,India,India,India,Karnataka,Bengaluru,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9216430000000.0,India,2026-03
XYZ Luxury,2026-03-15,INR,XYZ Luxury - magic checkout,2026-03-15T08:43:45Z,2026-03-15T08:43:45Z,2026-03-15T08:44:00Z,6984350000000.0,#3315,India,India,India,Haryana,Gurur,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9217220000000.0,India,2026-03
XYZ Luxury,2026-03-15,INR,XYZ Luxury - magic checkout,2026-03-15T17:17:44Z,2026-03-15T17:17:44Z,2026-03-15T17:18:00Z,6985580000000.0,#3317,India,India,India,Maharashtra,Nagpur,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9218710000000.0,India,2026-03
XYZ Luxury,2026-03-16,INR,XYZ Luxury - magic checkout,2026-03-16T08:59:44Z,2026-03-16T08:59:44Z,2026-03-16T09:00:00Z,6987000000000.0,#3318,India,India,India,Punjab,Bathinda,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9220290000000.0,India,2026-03
XYZ Luxury,2026-03-17,INR,XYZ Luxury - magic checkout,2026-03-17T12:07:36Z,2026-03-17T12:07:36Z,2026-03-20T07:26:02Z,6992520000000.0,#3319,India,India,India,Haryana,Hisar,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9225820000000.0,India,2026-03
XYZ Luxury,2026-03-18,INR,XYZ Luxury - magic checkout,2026-03-17T19:36:06Z,2026-03-17T19:36:07Z,2026-03-18T02:43:45Z,6994000000000.0,#3320,India,India,India,Chandigarh,Mohali,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9226940000000.0,India,2026-03
XYZ Luxury,2026-03-18,INR,XYZ Luxury - magic checkout,2026-03-18T07:26:42Z,2026-03-18T07:26:46Z,2026-03-20T07:13:49Z,6996280000000.0,#3323,India,India,India,Haryana,Gurgaon,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9226290000000.0,India,2026-03
XYZ Luxury,2026-03-21,INR,XYZ Luxury - magic checkout,2026-03-21T16:11:17Z,2026-03-21T16:11:17Z,2026-03-23T06:30:29Z,7012910000000.0,#3328,India,India,India,Punjab,Gurdaspur,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9244100000000.0,India,2026-03
XYZ Luxury,2026-03-21,INR,XYZ Luxury - magic checkout,2026-03-21T16:23:31Z,2026-03-21T16:23:31Z,2026-03-23T06:45:43Z,7012970000000.0,#3329,India,India,India,Punjab,Pathankot,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9244150000000.0,India,2026-03
XYZ Luxury,2026-03-22,INR,XYZ Luxury - magic checkout,2026-03-22T05:12:40Z,2026-03-22T05:12:40Z,2026-03-23T06:38:30Z,7016580000000.0,#3333,India,India,India,Jharkhand,Ranchi,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9037960000000.0,India,2026-03
XYZ Luxury,2026-03-22,INR,Online Store,2026-03-22T16:26:19Z,2026-03-22T16:26:21Z,2026-03-23T06:18:42Z,7019530000000.0,#3335,India,India,India,Maharashtra,Navi Mumbai,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Google,,First-time,9249800000000.0,India,2026-03
XYZ Luxury,2026-03-23,INR,XYZ Luxury - magic checkout,2026-03-23T06:29:09Z,2026-03-23T06:29:09Z,2026-03-23T06:56:28Z,7021520000000.0,#3336,India,India,India,Punjab,Jalandhar,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9251900000000.0,India,2026-03
XYZ Luxury,2026-03-23,INR,XYZ Luxury - magic checkout,2026-03-23T14:25:47Z,2026-03-23T14:25:47Z,2026-03-24T06:54:32Z,7022230000000.0,#3337,India,India,India,Punjab,Bathinda,"Additional Notes, Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9171070000000.0,India,2026-03
XYZ Luxury,2026-03-23,INR,XYZ Luxury - magic checkout,2026-03-23T17:33:06Z,2026-03-23T17:33:06Z,2026-03-24T06:20:16Z,7023010000000.0,#3339,India,India,India,Maharashtra,Mumbai,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9253400000000.0,India,2026-03
XYZ Luxury,2026-03-24,INR,XYZ Luxury - magic checkout,2026-03-24T02:51:18Z,2026-03-24T02:51:18Z,2026-03-24T06:24:33Z,7025170000000.0,#3341,India,India,India,Punjab,Ludhiana,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9255160000000.0,India,2026-03
XYZ Luxury,2026-03-24,INR,XYZ Luxury - magic checkout,2026-03-24T11:11:41Z,2026-03-24T11:11:41Z,2026-03-25T07:29:54Z,7026400000000.0,#3343,India,India,India,Jammu and Kashmir,Jammu,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9256270000000.0,India,2026-03
XYZ Luxury,2026-03-25,INR,XYZ Luxury - magic checkout,2026-03-25T13:16:06Z,2026-03-25T13:16:06Z,2026-03-28T10:27:17Z,7031210000000.0,#3348,India,India,India,Haryana,Gurugram,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9260640000000.0,India,2026-03
XYZ Luxury,2026-03-28,INR,XYZ Luxury - magic checkout,2026-03-28T14:25:21Z,2026-03-28T14:25:21Z,2026-03-28T14:25:37Z,7044340000000.0,#3351,India,India,India,Delhi,New delhi,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9275330000000.0,India,2026-03
XYZ Luxury,2026-03-31,INR,XYZ Luxury - magic checkout,2026-03-31T07:28:22Z,2026-03-31T07:28:22Z,2026-03-31T09:32:43Z,7056430000000.0,#3354,India,India,India,Punjab,Mohali,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9289290000000.0,India,2026-03
XYZ Luxury,2026-03-31,INR,XYZ Luxury - magic checkout,2026-03-31T12:45:40Z,2026-03-31T12:45:40Z,2026-04-01T08:22:51Z,7056890000000.0,#3356,India,India,India,Uttarakhand,Dehradun,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9290730000000.0,India,2026-03
XYZ Luxury,2026-03-31,INR,XYZ Luxury - magic checkout,2026-03-31T13:27:38Z,2026-03-31T13:27:38Z,2026-04-01T12:14:39Z,7057070000000.0,#3357,India,India,India,Punjab,Pathankot,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9290870000000.0,India,2026-03
XYZ Luxury,2026-03-31,INR,XYZ Luxury - magic checkout,2026-03-31T15:38:44Z,2026-03-31T15:38:44Z,2026-04-01T07:12:37Z,7057670000000.0,#3359,India,India,India,Punjab,Ludhiana,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9291410000000.0,India,2026-03
XYZ Luxury,2026-03-31,INR,XYZ Luxury - magic checkout,2026-03-31T17:42:51Z,2026-03-31T17:42:53Z,2026-04-01T11:16:50Z,7058270000000.0,#3360,India,India,India,Uttar Pradesh,Deoria,,,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9291770000000.0,India,2026-03
XYZ Luxury,2026-03-04,INR,XYZ Luxury - magic checkout,2026-03-04T00:45:53Z,2026-03-04T00:45:53Z,2026-03-06T05:22:21Z,6902750000000.0,#3279,India,India,India,Punjab,Malout,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8073450000000.0,India,2026-03
XYZ Luxury,2026-03-02,INR,XYZ Luxury - magic checkout,2026-03-01T19:27:28Z,2026-03-01T19:27:28Z,2026-03-02T06:04:07Z,6894690000000.0,#3272,India,India,India,Punjab,Jalandhar,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9040720000000.0,India,2026-03
XYZ Luxury,2026-03-08,INR,XYZ Luxury - magic checkout,2026-03-08T15:43:15Z,2026-03-08T15:43:15Z,2026-03-09T05:43:10Z,6950310000000.0,#3296,India,India,India,Delhi,West Delhi,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9161440000000.0,India,2026-03
XYZ Luxury,2026-03-11,INR,XYZ Luxury - magic checkout,2026-03-11T07:49:31Z,2026-03-11T07:49:31Z,2026-03-11T07:58:53Z,6968350000000.0,#3300,India,India,India,Punjab,Ludhiana,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8923140000000.0,India,2026-03
XYZ Luxury,2026-03-15,INR,XYZ Luxury - magic checkout,2026-03-15T14:39:45Z,2026-03-15T14:39:45Z,2026-03-15T14:40:01Z,6985120000000.0,#3316,India,India,India,Maharashtra,Mumbai,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9141270000000.0,India,2026-03
XYZ Luxury,2026-03-20,INR,XYZ Luxury - magic checkout,2026-03-20T06:17:04Z,2026-03-20T06:17:04Z,2026-03-20T06:37:45Z,7005220000000.0,#3326,India,India,India,Punjab,Mohali,"Magic, upi",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8949660000000.0,India,2026-03
XYZ Luxury,2026-03-22,INR,XYZ Luxury - magic checkout,2026-03-22T07:09:07Z,2026-03-22T07:09:07Z,2026-03-23T06:04:56Z,7017050000000.0,#3334,India,India,India,Haryana,Gurgaon,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8936180000000.0,India,2026-03
XYZ Luxury,2026-03-24,INR,XYZ Luxury - magic checkout,2026-03-24T15:51:32Z,2026-03-24T15:51:32Z,2026-03-25T05:34:30Z,7027130000000.0,#3344,India,India,India,Chhattisgarh,Bhilai,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,9253400000000.0,India,2026-03
XYZ Luxury,2026-03-08,INR,XYZ Luxury - magic checkout,2026-03-08T10:35:55Z,2026-03-08T10:35:55Z,2026-03-09T05:40:21Z,6949150000000.0,#3294,India,India,India,Gujarat,Rajkot,"card, Magic",,,,,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8860770000000.0,India,2026-03
XYZ Luxury,2026-03-25,INR,Draft Orders,2026-03-25T09:18:32Z,2026-03-25T09:18:33Z,2026-03-25T10:18:21Z,7030940000000.0,#3346,Australia,Rest of the World,Australia,,,,,,,,,0.0,0.0,700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9260270000000.0,India,2026-03
XYZ Luxury,2026-03-13,INR,XYZ Luxury - magic checkout,2026-03-13T04:01:27Z,2026-03-13T04:01:28Z,2026-03-16T05:15:15Z,6977220000000.0,#3306,Canada,Rest of the World,Canada,Alberta,Edmonton,,,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9205810000000.0,Canada,2026-03
XYZ Luxury,2026-03-15,INR,XYZ Luxury - magic checkout,2026-03-15T06:32:31Z,2026-03-15T06:32:31Z,2026-03-15T06:32:47Z,6984090000000.0,#3314,Canada,Rest of the World,Canada,British Columbia,Surrey,"Magic, wallet",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9181320000000.0,Canada,2026-03
XYZ Luxury,2026-03-21,INR,XYZ Luxury - magic checkout,2026-03-20T20:55:04Z,2026-03-20T20:55:04Z,2026-03-20T20:55:19Z,7008010000000.0,#3327,Canada,Rest of the World,Canada,British Columbia,Surrey,"card, Magic",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9239870000000.0,Canada,2026-03
XYZ Luxury,2026-03-21,INR,XYZ Luxury - magic checkout,2026-03-21T18:01:04Z,2026-03-21T18:01:04Z,2026-03-21T18:01:21Z,7013470000000.0,#3330,Canada,Rest of the World,Canada,British Columbia,Surrey,"card, Magic",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9244570000000.0,Canada,2026-03
XYZ Luxury,2026-03-22,INR,XYZ Luxury - magic checkout,2026-03-21T19:27:06Z,2026-03-21T19:27:06Z,2026-03-25T20:53:57Z,7013910000000.0,#3331,Canada,Rest of the World,Canada,Saskatchewan,Saskatoon,"Additional Notes, card, Magic",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9244720000000.0,Canada,2026-03
XYZ Luxury,2026-03-24,INR,XYZ Luxury - magic checkout,2026-03-24T04:16:29Z,2026-03-24T04:16:29Z,2026-03-27T20:05:23Z,7025500000000.0,#3342,Canada,Rest of the World,Canada,British Columbia,New Westminster,"Magic, wallet",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,First-time,9255420000000.0,Canada,2026-03
XYZ Luxury,2026-03-23,INR,XYZ Luxury - magic checkout,2026-03-23T15:35:30Z,2026-03-23T15:35:30Z,2026-03-23T15:35:46Z,7022510000000.0,#3338,Canada,Rest of the World,Canada,Ontario,Brampton,"Magic, wallet",,,,,,0.0,0.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Untagged,,Returning,8295630000000.0,Canada,2026-03
