Date,Month,Campaign,Country,Spend,Revenue,Conversions,Clicks,Impressions,Platform,ROAS
2026-03-23,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,4438.017483,0.0,0.0,890.0,41593,Google,0.0
2026-03-23,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,73.159048,0.0,0.0,41.0,70,Google,0.0
2026-03-24,2026-03,Growify | Sales | Shopping | US+Canada | DS,Canada,25.26,0.0,0.0,2.0,89,Google,0.0
2026-03-24,2026-03,Growify | Sales | Shopping | US+Canada | DS,United States,94.2,0.0,0.0,3.0,429,Google,0.0
2026-03-24,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,1360.722398,0.0,0.0,350.0,17622,Google,0.0
2026-03-24,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,4.93,0.0,0.0,13.0,22,Google,0.0
2026-03-25,2026-03,Growify | Sales | Shopping | US+Canada | DS,United States,0.0,0.0,0.0,0.0,1,Google,0.0
2026-03-25,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,0.79,0.0,0.0,1.0,25,Google,0.0
2026-03-26,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,70.22,0.0,0.0,17.0,26,Google,0.0
2026-03-27,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,1178.31,0.0,0.0,202.0,9297,Google,0.0
2026-03-27,2026-03,Growify_XYZ LuxuryP_Pmax_India_27/03/26,India,1104.32,0.0,0.0,401.0,17756,Google,0.0
2026-03-27,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,191.289356,351.4355,0.04,29.0,41,Google,1.8371931786941662
2026-03-28,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,1697.1,0.0,0.0,353.0,17899,Google,0.0
2026-03-28,2026-03,Growify_XYZ LuxuryP_Pmax_India_27/03/26,India,1476.764597,0.0,0.0,896.0,25031,Google,0.0
2026-03-28,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,424.21695,0.0,0.0,39.0,58,Google,0.0
2026-03-29,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,1460.74,0.0,0.0,275.0,16220,Google,0.0
2026-03-29,2026-03,Growify_XYZ LuxuryP_Pmax_India_27/03/26,India,2519.843555,0.0,0.0,690.0,37504,Google,0.0
2026-03-29,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,48.373454,0.0,0.0,28.0,48,Google,0.0
2026-03-30,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,1603.62,1746.1332,0.87,266.0,16828,Google,1.0888696823436974
2026-03-30,2026-03,Growify_XYZ LuxuryP_Pmax_India_27/03/26,India,1509.534048,0.0,0.0,472.0,26769,Google,0.0
2026-03-30,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,190.784677,0.0,0.0,41.0,70,Google,0.0
2026-03-31,2026-03,Growify_XYZ LuxuryP_Pmax_India_03-02-2025,India,998.488182,0.0,0.0,189.0,10459,Google,0.0
2026-03-31,2026-03,Growify_XYZ LuxuryP_Pmax_India_27/03/26,India,669.137688,0.0,0.0,155.0,9916,Google,0.0
2026-03-31,2026-03,Growify_XYZ LuxuryP_Search_India-12/12/25,India,405.51,0.0,0.0,58.0,97,Google,0.0
2026-04-01,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,667.890218,0.0,0.0,58.0,89,Google,0.0
2026-04-02,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,335.222374,351.4355,0.04,56.0,92,Google,1.0483652860235397
2026-04-03,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,278.410491,0.0,0.0,32.0,65,Google,0.0
2026-04-04,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,281.612242,0.0,0.0,48.0,68,Google,0.0
2026-04-05,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,15.335337,0.0,0.0,24.0,39,Google,0.0
2026-04-06,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,390.209532,0.0,0.0,80.0,123,Google,0.0
2026-04-07,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,862.065955,0.0,0.0,127.0,186,Google,0.0
2026-04-08,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,1041.390873,0.0,0.0,147.0,233,Google,0.0
2026-04-09,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,648.288552,0.0,0.0,200.0,313,Google,0.0
2026-04-10,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,882.256371,0.0,0.0,245.0,325,Google,0.0
2026-04-11,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,437.908889,0.0,0.0,174.0,233,Google,0.0
2026-04-12,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,364.80941,0.0,0.0,163.0,229,Google,0.0
2026-04-13,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,676.086258,0.0,0.0,123.0,186,Google,0.0
2026-04-14,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,246.97152,351.4355,0.04,95.0,135,Google,1.4229798642369775
2026-04-15,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,111.531099,0.0,0.0,83.0,116,Google,0.0
2026-04-16,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,191.310971,0.0,0.0,73.0,118,Google,0.0
2026-04-17,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,214.992089,6600.0,1.0,76.0,108,Google,30.698803991806415
2026-04-18,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,262.934227,12870.0,1.0,60.0,94,Google,48.94760239791832
2026-04-19,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,179.67695,0.0,0.0,68.0,122,Google,0.0
2026-04-20,2026-04,Growify_P.max_HP_EOSS_Ind,India,1002.709113,0.0,0.0,590.0,13937,Google,0.0
2026-04-20,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,325.056004,0.0,0.0,60.0,94,Google,0.0
2026-04-21,2026-04,Growify_P.max_HP_EOSS_Ind,India,973.615681,0.0,0.0,167.0,9195,Google,0.0
2026-04-21,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,103.997809,0.0,0.0,42.0,86,Google,0.0
2026-04-22,2026-04,Growify_P.max_HP_EOSS_Ind,India,1032.126389,0.0,0.0,119.0,6035,Google,0.0
2026-04-22,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,81.098233,0.0,0.0,36.0,57,Google,0.0
2026-04-23,2026-04,Growify_P.max_HP_EOSS_Ind,India,1001.419112,0.0,0.0,191.0,6644,Google,0.0
2026-04-23,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,119.067165,97690.0,7.0,40.0,79,Google,820.461291742354
2026-04-24,2026-04,Growify_P.max_HP_EOSS_Ind,India,1152.403078,220118.4,13.0,275.0,1436,Google,191.0081673697161
2026-04-24,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,23.240264,29354.5,3.0,39.0,83,Google,1263.0880613060162
2026-04-25,2026-04,Growify_P.max_HP_EOSS_Ind,India,230.994279,0.0,0.0,104.0,4286,Google,0.0
2026-04-25,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,599.090667,0.0,0.0,52.0,76,Google,0.0
2026-04-26,2026-04,Growify_P.max_HP_EOSS_Ind,India,1611.09291,0.0,0.0,400.0,18465,Google,0.0
2026-04-26,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,581.095348,0.0,0.0,40.0,74,Google,0.0
2026-04-27,2026-04,Growify_P.max_HP_EOSS_Ind,India,1133.310616,4200.0,1.0,231.0,10986,Google,3.705956637751993
2026-04-27,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,754.689142,0.0,0.0,66.0,110,Google,0.0
2026-04-28,2026-04,Growify_P.max_HP_EOSS_Ind,India,764.671744,0.0,0.0,237.0,10029,Google,0.0
2026-04-28,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,393.183551,351.4355,0.04,45.0,72,Google,0.8938204538470125
2026-04-29,2026-04,Growify_P.max_HP_EOSS_Ind,India,1117.78117,0.0,0.0,301.0,12528,Google,0.0
2026-04-29,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,680.555735,0.0,0.0,37.0,62,Google,0.0
2026-04-30,2026-04,Growify_P.max_HP_EOSS_Ind,India,903.566589,31.206,0.01,356.0,13123,Google,0.03453646956394931
2026-04-30,2026-04,Growify_XYZ LuxuryP_Search_India-12/12/25,India,324.988866,0.0,0.0,43.0,78,Google,0.0
2026-05-01,2026-05,Growify_P.max_HP_EOSS_Ind,India,968.07602,0.0,0.0,311.0,9815,Google,0.0
2026-05-01,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,109.716909,0.0,0.0,27.0,54,Google,0.0
2026-05-02,2026-05,Growify_P.max_HP_EOSS_Ind,India,884.730798,0.0,0.0,284.0,13486,Google,0.0
2026-05-02,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,243.774773,351.44395,0.04,51.0,86,Google,1.441674811855942
2026-05-03,2026-05,Growify_P.max_HP_EOSS_Ind,India,1163.832119,0.0,0.0,281.0,11759,Google,0.0
2026-05-03,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,331.214639,0.0,0.0,40.0,63,Google,0.0
2026-05-04,2026-05,Growify_P.max_HP_EOSS_Ind,India,853.234762,0.0,0.0,297.0,11409,Google,0.0
2026-05-04,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,291.570107,41300.0,2.0,34.0,64,Google,141.64689386350568
2026-05-05,2026-05,Growify_P.max_HP_EOSS_Ind,India,944.984987,17550.0,1.0,317.0,14473,Google,18.57172361617635
2026-05-05,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,80.397962,0.0,0.0,37.0,88,Google,0.0
2026-05-06,2026-05,Growify_P.max_HP_EOSS_Ind,India,651.094717,0.0,0.0,219.0,9072,Google,0.0
2026-05-06,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,171.17989,7700.0,1.0,54.0,120,Google,44.98191931306884
2026-05-07,2026-05,Growify_P.max_HP_EOSS_Ind,India,1466.707345,0.0,0.0,340.0,15002,Google,0.0
2026-05-07,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,101.228839,0.0,0.0,45.0,80,Google,0.0
2026-05-08,2026-05,Growify_P.max_HP_EOSS_Ind,India,928.031114,0.0,0.0,253.0,14473,Google,0.0
2026-05-08,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,32.964195,0.0,0.0,36.0,72,Google,0.0
2026-05-09,2026-05,Growify_P.max_HP_EOSS_Ind,India,1261.891239,0.0,0.0,209.0,10786,Google,0.0
2026-05-09,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,69.783629,0.0,0.0,33.0,70,Google,0.0
2026-05-10,2026-05,Growify_P.max_HP_EOSS_Ind,India,657.458401,0.0,0.0,152.0,7121,Google,0.0
2026-05-10,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,76.64782,19470.0,1.0,36.0,77,Google,254.01896622761092
2026-05-11,2026-05,Growify_P.max_HP_EOSS_Ind,India,692.018067,18113.7,1.0,104.0,4849,Google,26.17518366034221
2026-05-11,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,58.530753,19250.0,1.0,42.0,81,Google,328.88693572761656
2026-05-12,2026-05,Growify_P.max_HP_EOSS_Ind,India,673.880229,0.0,0.0,216.0,9893,Google,0.0
2026-05-12,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,120.200647,0.0,0.0,34.0,67,Google,0.0
2026-05-13,2026-05,Growify_P.max_HP_EOSS_Ind,India,574.568934,0.0,0.0,163.0,9105,Google,0.0
2026-05-13,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,36.564076,0.0,0.0,39.0,74,Google,0.0
2026-05-14,2026-05,Growify_P.max_HP_EOSS_Ind,India,675.264952,12870.0,1.0,125.0,6175,Google,19.059185526927806
2026-05-14,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,215.717712,0.0,0.0,36.0,66,Google,0.0
2026-05-15,2026-05,Growify_P.max_HP_EOSS_Ind,India,960.999531,0.0,0.0,152.0,6623,Google,0.0
2026-05-15,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,14.742523,0.0,0.0,23.0,41,Google,0.0
2026-05-16,2026-05,Growify_P.max_HP_EOSS_Ind,India,510.962503,2036.996716,0.39,181.0,8793,Google,3.9865874776333636
2026-05-16,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,105.570328,0.0,0.0,21.0,37,Google,0.0
2026-05-17,2026-05,Growify_P.max_HP_EOSS_Ind,India,883.925386,0.0,0.0,162.0,7656,Google,0.0
2026-05-17,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,153.191088,10527.0,1.0,31.0,55,Google,68.71809670808004
2026-05-18,2026-05,Growify_P.max_HP_EOSS_Ind,India,853.484332,0.0,0.0,32.0,1156,Google,0.0
2026-05-18,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,178.560263,5500.0,1.0,28.0,50,Google,30.801925958184775
2026-05-19,2026-05,Growify_P.max_HP_EOSS_Ind,India,367.953995,67716.0,1.0,115.0,4508,Google,184.03387630021518
2026-05-19,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,121.585912,0.0,0.0,29.0,60,Google,0.0
2026-05-20,2026-05,Growify_P.max_HP_EOSS_Ind,India,357.510976,5750.0,1.0,110.0,4322,Google,16.083422289110363
2026-05-20,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,31.88,6692.81405,0.79,24.0,51,Google,209.93770545796738
2026-05-21,2026-05,Growify_P.max_HP_EOSS_Ind,India,574.199438,0.0,0.0,128.0,4738,Google,0.0
2026-05-21,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,98.507685,9974.36609,0.47,26.0,41,Google,101.25469997594604
2026-05-22,2026-05,Growify_P.max_HP_EOSS_Ind,India,467.750585,0.0,0.0,172.0,7134,Google,0.0
2026-05-22,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,130.08352,0.0,0.0,22.0,48,Google,0.0
2026-05-23,2026-05,Growify_P.max_HP_EOSS_Ind,India,591.231938,0.0,0.0,86.0,4531,Google,0.0
2026-05-23,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,60.756925,0.0,0.0,24.0,61,Google,0.0
2026-05-24,2026-05,Growify_P.max_HP_EOSS_Ind,India,644.350629,0.0,0.0,90.0,5104,Google,0.0
2026-05-24,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,138.055328,0.0,0.0,37.0,72,Google,0.0
2026-05-25,2026-05,Growify_P.max_HP_EOSS_Ind,India,294.306538,0.0,0.0,102.0,4005,Google,0.0
2026-05-25,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,0.96,0.0,0.0,1.0,2,Google,0.0
2026-05-25,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,127.923407,0.0,0.0,39.0,75,Google,0.0
2026-05-26,2026-05,Growify_P.max_HP_EOSS_Ind,India,464.262053,0.0,0.0,145.0,7157,Google,0.0
2026-05-26,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,3.11,0.0,0.0,3.0,7,Google,0.0
2026-05-26,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,2.87,0.0,0.0,2.0,3,Google,0.0
2026-05-26,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,82.268741,0.0,0.0,26.0,47,Google,0.0
2026-05-27,2026-05,Growify_P.max_HP_EOSS_Ind,India,658.433471,208.072326,0.01,115.0,6657,Google,0.31601116158932324
2026-05-27,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,8.34,0.0,0.0,6.0,18,Google,0.0
2026-05-27,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,184.332775,0.0,0.0,4.0,8,Google,0.0
2026-05-27,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,88.463624,0.0,0.0,59.0,85,Google,0.0
2026-05-28,2026-05,Growify | Shopping Ads | All Product | EOSS,India,511.48,0.0,0.0,62.0,3318,Google,0.0
2026-05-28,2026-05,Growify_P.max_HP_EOSS_Ind,India,371.877044,17442.21679,0.98,101.0,4779,Google,46.903182305600986
2026-05-28,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,321.196464,10560.0,1.0,11.0,28,Google,32.87707426318367
2026-05-28,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,935.145978,0.0,0.0,8.0,14,Google,0.0
2026-05-28,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,191.591905,74980.0,3.0,60.0,118,Google,391.3526513554944
2026-05-29,2026-05,Growify | Shopping Ads | All Product | EOSS,India,1013.51,0.0,0.0,126.0,7105,Google,0.0
2026-05-29,2026-05,Growify_P.max_HP_EOSS_Ind,India,946.886697,0.0,0.0,142.0,6990,Google,0.0
2026-05-29,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,145.810641,0.0,0.0,17.0,29,Google,0.0
2026-05-29,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,290.14,0.0,0.0,12.0,16,Google,0.0
2026-05-29,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,82.6925,29807.0,2.0,56.0,102,Google,360.4559059164979
2026-05-30,2026-05,Growify | Shopping Ads | All Product | EOSS,India,1013.01,0.0,0.0,117.0,7096,Google,0.0
2026-05-30,2026-05,Growify_P.max_HP_EOSS_Ind,India,1617.937648,0.0,0.0,116.0,9973,Google,0.0
2026-05-30,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,170.608037,0.0,0.0,13.0,27,Google,0.0
2026-05-30,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,26.660025,0.0,0.0,7.0,11,Google,0.0
2026-05-30,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,346.98438,0.0,0.0,58.0,105,Google,0.0
2026-05-31,2026-05,Growify | Shopping Ads | All Product | EOSS,India,973.43,0.0,0.0,97.0,7845,Google,0.0
2026-05-31,2026-05,Growify_P.max_HP_EOSS_Ind,India,970.14401,61259.9,1.0,113.0,6158,Google,63.14516130445417
2026-05-31,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,210.856843,0.0,0.0,8.0,23,Google,0.0
2026-05-31,2026-05,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,1409.873564,11003.91831,0.53,7.0,13,Google,7.804897255311611
2026-05-31,2026-05,Growify_XYZ LuxuryP_Search_India-12/12/25,India,851.299647,0.0,0.0,46.0,170,Google,0.0
2026-06-01,2026-06,Growify | Shopping Ads | All Product | EOSS,India,569.89,0.0,0.0,57.0,4746,Google,0.0
2026-06-01,2026-06,Growify_P.max_HP_EOSS_Ind,India,1040.059,0.0,0.0,103.0,6239,Google,0.0
2026-06-01,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,15.213875,11000.0,1.0,5.0,17,Google,723.0242130949545
2026-06-01,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,4.900865,0.0,0.0,4.0,11,Google,0.0
2026-06-01,2026-06,Growify_XYZ LuxuryP_Search_India-12/12/25,India,328.607359,1550.59146,0.2,25.0,117,Google,4.718675396432617
2026-06-02,2026-06,Growify | Shopping Ads | All Product | EOSS,India,1506.82,0.0,0.0,168.0,14213,Google,0.0
2026-06-02,2026-06,Growify_P.max_HP_EOSS_Ind,India,2328.956806,0.0,0.0,137.0,12220,Google,0.0
2026-06-02,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,795.178094,0.0,0.0,5.0,19,Google,0.0
2026-06-02,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,54.748553,0.0,0.0,3.0,6,Google,0.0
2026-06-02,2026-06,Growify_XYZ LuxuryP_Search_India-12/12/25,India,581.473342,0.0,0.0,44.0,169,Google,0.0
2026-06-03,2026-06,Growify | Shopping Ads | All Product | EOSS,India,439.63,0.0,0.0,54.0,6436,Google,0.0
2026-06-03,2026-06,Growify_P.max_HP_EOSS_Ind,India,1005.137646,0.0,0.0,97.0,8911,Google,0.0
2026-06-03,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,410.929376,91766.4,2.0,17.0,42,Google,223.3142855184926
2026-06-03,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,526.251739,0.0,0.0,10.0,22,Google,0.0
2026-06-03,2026-06,Growify_XYZ LuxuryP_Search_India-12/12/25,India,673.046684,0.0,0.0,63.0,251,Google,0.0
2026-06-04,2026-06,Growify | Shopping Ads | All Product | EOSS,India,43.71,0.0,0.0,8.0,841,Google,0.0
2026-06-04,2026-06,Growify_P.max_HP_EOSS_Ind,India,1013.982498,0.0,0.0,98.0,9634,Google,0.0
2026-06-04,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,Canada,397.070473,0.0,0.0,12.0,37,Google,0.0
2026-06-04,2026-06,Growify_XYZ LuxuryP_Search_INT-5/21/26,United States,69.545578,0.0,0.0,8.0,23,Google,0.0
2026-06-04,2026-06,Growify_XYZ LuxuryP_Search_India-12/12/25,India,447.021381,0.0,0.0,51.0,161,Google,0.0
2026-06-05,2026-06,Growify | Shopping Ads | All Product | EOSS,India,5.33,0.0,0.0,10.0,468,Google,0.0
2026-06-05,2026-06,Growify_P.max_HP_EOSS_Ind,India,796.720666,0.0,0.0,92.0,7977,Google,0.0
