Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,Ad Account ID,Ad Effective Status,Ad set Effective Status,Campaign Objective,Campaign Result Type,Campaign Result value,Country,Ad set Start Time,Ad Start Time,Campaign Start Time,Ad End Time,Ad set End Time,Campaign End Time,Month,ROAS
XYZ Luxury,2026-08-05,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,2.16,2.16,4,47,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-21,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,2.53,2.53,1,6,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-05,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,4.96,4.96,3,15,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-06,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,6.06,6.06,1,5,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-16,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,6.16,6.16,0,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-12,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,6.31,6.31,4,34,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-21,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,6.36,6.36,2,19,0.0,1.0,1.0,9,0.0,0.0,0.0,0.0,,0.0,70340.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-03,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,6.6,6.6,1,22,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,,0.0,2400.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-03,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,7.49,7.49,2,57,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-11,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,7.67,7.67,1,14,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-24,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,11.66,11.66,0,90,,0.0,0.0,0,0.0,0.0,0.0,0.0,,,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-04,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,13.31,13.31,0,97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-04,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,14.09,14.09,9,430,0.0,5.0,12.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-09,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,15.8,15.8,7,56,0.0,8.0,8.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-04,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,16.489999,16.489999,6,40,0.0,6.0,7.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-23,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,23.26,23.26,8,96,,9.0,6.0,0,0.0,0.0,0.0,0.0,,,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-12,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,23.91,23.91,2,82,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-26,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,25.75,25.75,5,81,,5.0,5.0,0,0.0,0.0,0.0,0.0,,,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-16,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,26.88,26.88,7,104,0.0,5.0,5.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-07,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,27.79,27.79,6,76,0.0,2.0,6.0,2,0.0,0.0,0.0,0.0,,0.0,8580.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-11,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,30.14,30.14,13,60,0.0,14.0,14.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-20,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,30.63,30.63,3,49,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-05,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,42.09,42.09,5,123,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-17,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,54.04,54.04,11,152,0.0,7.0,9.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-18,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,71.44,71.44,12,114,0.0,7.0,12.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-12,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,74.52,74.52,26,341,0.0,16.0,18.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-14,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,74.94,74.94,12,143,0.0,8.0,10.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-09,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,76.75,76.75,10,297,0.0,7.0,8.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-14,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,83.49,83.49,17,173,0.0,16.0,18.0,3,0.0,0.0,0.0,0.0,,0.0,20350.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-19,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,85.03,85.03,33,461,0.0,22.0,30.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-09,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,89.13,89.13,5,117,0.0,3.0,4.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-03,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Adv+,Catalog | Under 10K | Curated Collection,India,India,98.03,98.03,32,1013,0.0,24.0,30.0,2,0.0,0.0,0.0,0.0,,0.0,14190.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:18:11+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-17,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Under 10K | Curated Collection,India,India,112.33,112.33,13,154,0.0,27.0,14.0,1,0.0,0.0,0.0,0.0,,0.0,6600.0,,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-21,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog | Carousel | Bundle Offer 4999 | PLP,India,India,115.98,115.98,8,280,0.0,5.0,8.0,1,0.0,0.0,0.0,0.0,,0.0,1800.0,,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-14,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Persona | Beauty,Catalog | Under 10K | Curated Collection,India,India,124.01,124.01,19,260,0.0,13.0,14.0,1,0.0,0.0,0.0,0.0,,0.0,1800.0,0.0,,1,1698880000000000.0,ADSET_PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T16:09:36+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
XYZ Luxury,2026-08-19,Conv | Tof | Multi_Category | Ind | Direct | Growify,PAUSED,Ind | Lal | Cd 1%,Catalog _Intro | Multi_Category | Flat 40% Off,India,India,150.41,150.41,32,465,0.0,25.0,28.0,2,0.0,0.0,0.0,0.0,,0.0,16500.0,,,1,1698880000000000.0,PAUSED,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,2026-08-03T15:34:26+0530,,2026-08-03T15:34:26+0530,,,,2026-08,0.0
